,content,rating
364,"Prodotto arrivato prima del tempo. Perfette condizioni di imballaggio. All’interno vi sono le istruzioni in italiano facilmente comprensibili. Dimensioni adatte per riporre il prodotto anche in poco spazio della dispensa. Ottimo prodotto, perfettamente funzionante.",5
365,"Un apparecchio che va al di là di quanto mi aspettavo. Avevo bisogno di una macchina per sottovuoto per la quale non dovessi spendere oltre 60/70€, e che non fosse ingombrante. Ho cercato fra le tante offerte e questa mi ha proprio convinto. È piccola ma efficiente; bella per la sua forma, ed anche robusta. Il prezzo e la sua qualità ne consigliano senza alcun dubbio l'acquisto.",5
366,"Ho provato oggi questa macchina sottovuoto, ma la funzione di aspirazione dell'aria non funziona assolutamente, funziona solo la funzione di sigillatura. Per l'uso che ne devo fare la sola sigillatura non va bene, come non va bene  vendere un oggetto come professionale quando professionale non è. In più la macchina può sigillare solo buste da 20 cm e non da 30 come erroneamente scritto nella descrizione. Ho chiesto il reso immediato dell'oggetto che ho acquistato per la seconda volta, ma che purtroppo non funziona, adesso dovrò aspettare altre tre settimane per riceverne una nuova, tra spedizione, rimborso e nuovo acquisto.",2
367,"Allora premetto che appena ricevuto il prodotto mi ha dato l'impressione di essere di buona qualità, solido ed era fornito di tutto l'occorrente (alcuni campioni di sacchetti, una guarnizione di scorta ed il tubicino per fare il vuoto nei barattoli dotati di coperchio con valvola). Purtroppo dopo circa 3 mesi di uso occasionale mi sono accorto che sigillava i sacchetti prima che si fosse creato un buon vuoto. Lasciando quindi dell'aria all'interno. Ho segnalato la cosa ad Amazon che mi ha comunicato che la politica del venditore in questi casi prevedeva il rimborso. Ho quindi reso l'articolo e provveduto a comprarne un altro identico. Vedremo come andrà questo ma credo di essere stato solo sfortunato perchè l'articolo mi sembra tuttaltro che di scarsa qualità.",3
368,Ho già una altra macchina per sottovuoto sicuramente di una marca più nota ma modello base comprato anni fa. Questa è un giocattolino e assolutamente inefficace. Ho provato a mettere sottovuoto un salame e due pezzi di formaggio ma la macchina aspira poco e non crea un vero sottovuoto ahimè. Direi che procederò al reso perché o è difettosa o comunque non ha una potenza adeguato. Segnalo anche molto scomoda da aprire perché si fa poca presa sui pulsanti laterali. Non ne consiglio l'acquisto.  Meglio investire una 20ina di euro in più.,1
369,"Compero questa piccola macchina per il sottovuoto, perfetta per la mia piccola casa perché poco ingombrante. Leggo le istruzioni in inglese, fortuna vuole non fossero scritte in cinese, ma il funzionamento é intuitivo al massimo. La macchina fa il sottovuoto e sigilla, oppure sigilla solamente. Queste le note positive richieste. La macchina però, a mio avviso, esegue il sottovuoto in maniera approssimativa perché il motore é poco performante. Senza troppe pretese.",2
370,"Devo dire che sono molto contento, perchè al secondo tentativo ho trovato quello che cercavo. Avevo già preso una macchina per il sottovuoto (più economica) e non mi sono trovato molto bene. In questo caso però sono veramente soddisfatto. Lo sono perchè questa qua fa il suo dovere egregiamente e anche velocemente, facilissima da usare (ha un tasto per funzione, diversamente a quella che avevo preso che aveva solo un tasto e mille procedure da seguire). Funziona molto bene anche per sigillare senza fare il vuoto e per fare il vuoto dai contenitori di plastica che hanno l'apposita apertura ( li si trova dai cinesi a poco). Arrivata ben imballata e protetta. Vi metto qualche foto qua sotto così da rendere l'idea.  Consiglio di prendere il rotolo di plastica dal quale si taglia il sacchetto della misura che si vuole e poi si sigillano le estremità con la macchina. Se avete domande scrivete pure, se vi sono stato utile mettetemi un utile qua sotto, a voi non costa nulla ma a me farebbe un sacco piacere.",5
371,"Macchina sottovuoto arrivata subitissimo, ordinata venerdì arrivata sabato mattina, subito provata per mettere via mocetta e salami e va molto bene, nella confezione 5 sacchetti piccoli e 5 medi, quelli più utili sono o medi xke i piccoli sono veramente molto piccoli ma ottimo prodotto! Consigliatissimo è facile da usare.",5
372,"Mi stupisco sempre quando leggo recensioni negative: perché non aspira, perché non sigilla, etc. etc. E mi stupisco ancora di più vedendo video dove sbagliano clamorosamente la procedura non solo della sigillatura ma anche del rilascio della busta sigillata. La macchina, nella sua incredibile semplicità, funziona bene e i soldi sono ben spesi. Punto. Un consiglio per i detrattori: leggete prima le istruzioni.",4
373,"Che dire?! Le foto parlano da sole,ho provato chiudere diversi cibi (anche con dei contenitori), diverse consistenze e grandezze. Funziona alla grande.. E facile da usare, no ne ingombrante per niente, leggera, siggila in pochissimi secondi, ho acquistato dei rotoli di un'altra marca (vedi foto) per poter scegliere la grandezza scelta da me, (non ho esperienza con altri tipi di sacchetti) ma con questi mi sono trovata subito bene, non ha importanza scegliere della stessa marca più importante che c'è scritto Soto vuoto.. A quel prezzo non avevo grandi aspettative invece sono rimasta piacevolmente sorpresa.. La mia recensione si basa sulla prima esperienza che come avete visto e positiva, ovviamente il tempo parlerà",5
374,"Prodotto arrivato prima del tempo. Perfette condizioni di imballaggio. All’interno vi sono le istruzioni in italiano facilmente comprensibili. Dimensioni adatte per riporre il prodotto anche in poco spazio della dispensa. Ottimo prodotto, perfettamente funzionante.",5
375,"Un apparecchio che va al di là di quanto mi aspettavo. Avevo bisogno di una macchina per sottovuoto per la quale non dovessi spendere oltre 60/70€, e che non fosse ingombrante. Ho cercato fra le tante offerte e questa mi ha proprio convinto. È piccola ma efficiente; bella per la sua forma, ed anche robusta. Il prezzo e la sua qualità ne consigliano senza alcun dubbio l'acquisto.",5
376,"Ho provato oggi questa macchina sottovuoto, ma la funzione di aspirazione dell'aria non funziona assolutamente, funziona solo la funzione di sigillatura. Per l'uso che ne devo fare la sola sigillatura non va bene, come non va bene  vendere un oggetto come professionale quando professionale non è. In più la macchina può sigillare solo buste da 20 cm e non da 30 come erroneamente scritto nella descrizione. Ho chiesto il reso immediato dell'oggetto che ho acquistato per la seconda volta, ma che purtroppo non funziona, adesso dovrò aspettare altre tre settimane per riceverne una nuova, tra spedizione, rimborso e nuovo acquisto.",2
377,"Allora premetto che appena ricevuto il prodotto mi ha dato l'impressione di essere di buona qualità, solido ed era fornito di tutto l'occorrente (alcuni campioni di sacchetti, una guarnizione di scorta ed il tubicino per fare il vuoto nei barattoli dotati di coperchio con valvola). Purtroppo dopo circa 3 mesi di uso occasionale mi sono accorto che sigillava i sacchetti prima che si fosse creato un buon vuoto. Lasciando quindi dell'aria all'interno. Ho segnalato la cosa ad Amazon che mi ha comunicato che la politica del venditore in questi casi prevedeva il rimborso. Ho quindi reso l'articolo e provveduto a comprarne un altro identico. Vedremo come andrà questo ma credo di essere stato solo sfortunato perchè l'articolo mi sembra tuttaltro che di scarsa qualità.",3
378,Ho già una altra macchina per sottovuoto sicuramente di una marca più nota ma modello base comprato anni fa. Questa è un giocattolino e assolutamente inefficace. Ho provato a mettere sottovuoto un salame e due pezzi di formaggio ma la macchina aspira poco e non crea un vero sottovuoto ahimè. Direi che procederò al reso perché o è difettosa o comunque non ha una potenza adeguato. Segnalo anche molto scomoda da aprire perché si fa poca presa sui pulsanti laterali. Non ne consiglio l'acquisto.  Meglio investire una 20ina di euro in più.,1
379,"Compero questa piccola macchina per il sottovuoto, perfetta per la mia piccola casa perché poco ingombrante. Leggo le istruzioni in inglese, fortuna vuole non fossero scritte in cinese, ma il funzionamento é intuitivo al massimo. La macchina fa il sottovuoto e sigilla, oppure sigilla solamente. Queste le note positive richieste. La macchina però, a mio avviso, esegue il sottovuoto in maniera approssimativa perché il motore é poco performante. Senza troppe pretese.",2
380,"Devo dire che sono molto contento, perchè al secondo tentativo ho trovato quello che cercavo. Avevo già preso una macchina per il sottovuoto (più economica) e non mi sono trovato molto bene. In questo caso però sono veramente soddisfatto. Lo sono perchè questa qua fa il suo dovere egregiamente e anche velocemente, facilissima da usare (ha un tasto per funzione, diversamente a quella che avevo preso che aveva solo un tasto e mille procedure da seguire). Funziona molto bene anche per sigillare senza fare il vuoto e per fare il vuoto dai contenitori di plastica che hanno l'apposita apertura ( li si trova dai cinesi a poco). Arrivata ben imballata e protetta. Vi metto qualche foto qua sotto così da rendere l'idea.  Consiglio di prendere il rotolo di plastica dal quale si taglia il sacchetto della misura che si vuole e poi si sigillano le estremità con la macchina. Se avete domande scrivete pure, se vi sono stato utile mettetemi un utile qua sotto, a voi non costa nulla ma a me farebbe un sacco piacere.",5
381,"Macchina sottovuoto arrivata subitissimo, ordinata venerdì arrivata sabato mattina, subito provata per mettere via mocetta e salami e va molto bene, nella confezione 5 sacchetti piccoli e 5 medi, quelli più utili sono o medi xke i piccoli sono veramente molto piccoli ma ottimo prodotto! Consigliatissimo è facile da usare.",5
382,"Mi stupisco sempre quando leggo recensioni negative: perché non aspira, perché non sigilla, etc. etc. E mi stupisco ancora di più vedendo video dove sbagliano clamorosamente la procedura non solo della sigillatura ma anche del rilascio della busta sigillata. La macchina, nella sua incredibile semplicità, funziona bene e i soldi sono ben spesi. Punto. Un consiglio per i detrattori: leggete prima le istruzioni.",4
383,"Che dire?! Le foto parlano da sole,ho provato chiudere diversi cibi (anche con dei contenitori), diverse consistenze e grandezze. Funziona alla grande.. E facile da usare, no ne ingombrante per niente, leggera, siggila in pochissimi secondi, ho acquistato dei rotoli di un'altra marca (vedi foto) per poter scegliere la grandezza scelta da me, (non ho esperienza con altri tipi di sacchetti) ma con questi mi sono trovata subito bene, non ha importanza scegliere della stessa marca più importante che c'è scritto Soto vuoto.. A quel prezzo non avevo grandi aspettative invece sono rimasta piacevolmente sorpresa.. La mia recensione si basa sulla prima esperienza che come avete visto e positiva, ovviamente il tempo parlerà",5
384,"Prodotto arrivato prima del tempo. Perfette condizioni di imballaggio. All’interno vi sono le istruzioni in italiano facilmente comprensibili. Dimensioni adatte per riporre il prodotto anche in poco spazio della dispensa. Ottimo prodotto, perfettamente funzionante.",5
385,"Un apparecchio che va al di là di quanto mi aspettavo. Avevo bisogno di una macchina per sottovuoto per la quale non dovessi spendere oltre 60/70€, e che non fosse ingombrante. Ho cercato fra le tante offerte e questa mi ha proprio convinto. È piccola ma efficiente; bella per la sua forma, ed anche robusta. Il prezzo e la sua qualità ne consigliano senza alcun dubbio l'acquisto.",5
386,"Ho provato oggi questa macchina sottovuoto, ma la funzione di aspirazione dell'aria non funziona assolutamente, funziona solo la funzione di sigillatura. Per l'uso che ne devo fare la sola sigillatura non va bene, come non va bene  vendere un oggetto come professionale quando professionale non è. In più la macchina può sigillare solo buste da 20 cm e non da 30 come erroneamente scritto nella descrizione. Ho chiesto il reso immediato dell'oggetto che ho acquistato per la seconda volta, ma che purtroppo non funziona, adesso dovrò aspettare altre tre settimane per riceverne una nuova, tra spedizione, rimborso e nuovo acquisto.",2
387,"Allora premetto che appena ricevuto il prodotto mi ha dato l'impressione di essere di buona qualità, solido ed era fornito di tutto l'occorrente (alcuni campioni di sacchetti, una guarnizione di scorta ed il tubicino per fare il vuoto nei barattoli dotati di coperchio con valvola). Purtroppo dopo circa 3 mesi di uso occasionale mi sono accorto che sigillava i sacchetti prima che si fosse creato un buon vuoto. Lasciando quindi dell'aria all'interno. Ho segnalato la cosa ad Amazon che mi ha comunicato che la politica del venditore in questi casi prevedeva il rimborso. Ho quindi reso l'articolo e provveduto a comprarne un altro identico. Vedremo come andrà questo ma credo di essere stato solo sfortunato perchè l'articolo mi sembra tuttaltro che di scarsa qualità.",3
388,Ho già una altra macchina per sottovuoto sicuramente di una marca più nota ma modello base comprato anni fa. Questa è un giocattolino e assolutamente inefficace. Ho provato a mettere sottovuoto un salame e due pezzi di formaggio ma la macchina aspira poco e non crea un vero sottovuoto ahimè. Direi che procederò al reso perché o è difettosa o comunque non ha una potenza adeguato. Segnalo anche molto scomoda da aprire perché si fa poca presa sui pulsanti laterali. Non ne consiglio l'acquisto.  Meglio investire una 20ina di euro in più.,1
389,"Compero questa piccola macchina per il sottovuoto, perfetta per la mia piccola casa perché poco ingombrante. Leggo le istruzioni in inglese, fortuna vuole non fossero scritte in cinese, ma il funzionamento é intuitivo al massimo. La macchina fa il sottovuoto e sigilla, oppure sigilla solamente. Queste le note positive richieste. La macchina però, a mio avviso, esegue il sottovuoto in maniera approssimativa perché il motore é poco performante. Senza troppe pretese.",2
390,"Devo dire che sono molto contento, perchè al secondo tentativo ho trovato quello che cercavo. Avevo già preso una macchina per il sottovuoto (più economica) e non mi sono trovato molto bene. In questo caso però sono veramente soddisfatto. Lo sono perchè questa qua fa il suo dovere egregiamente e anche velocemente, facilissima da usare (ha un tasto per funzione, diversamente a quella che avevo preso che aveva solo un tasto e mille procedure da seguire). Funziona molto bene anche per sigillare senza fare il vuoto e per fare il vuoto dai contenitori di plastica che hanno l'apposita apertura ( li si trova dai cinesi a poco). Arrivata ben imballata e protetta. Vi metto qualche foto qua sotto così da rendere l'idea.  Consiglio di prendere il rotolo di plastica dal quale si taglia il sacchetto della misura che si vuole e poi si sigillano le estremità con la macchina. Se avete domande scrivete pure, se vi sono stato utile mettetemi un utile qua sotto, a voi non costa nulla ma a me farebbe un sacco piacere.",5
391,"Macchina sottovuoto arrivata subitissimo, ordinata venerdì arrivata sabato mattina, subito provata per mettere via mocetta e salami e va molto bene, nella confezione 5 sacchetti piccoli e 5 medi, quelli più utili sono o medi xke i piccoli sono veramente molto piccoli ma ottimo prodotto! Consigliatissimo è facile da usare.",5
392,"Mi stupisco sempre quando leggo recensioni negative: perché non aspira, perché non sigilla, etc. etc. E mi stupisco ancora di più vedendo video dove sbagliano clamorosamente la procedura non solo della sigillatura ma anche del rilascio della busta sigillata. La macchina, nella sua incredibile semplicità, funziona bene e i soldi sono ben spesi. Punto. Un consiglio per i detrattori: leggete prima le istruzioni.",4
393,"Che dire?! Le foto parlano da sole,ho provato chiudere diversi cibi (anche con dei contenitori), diverse consistenze e grandezze. Funziona alla grande.. E facile da usare, no ne ingombrante per niente, leggera, siggila in pochissimi secondi, ho acquistato dei rotoli di un'altra marca (vedi foto) per poter scegliere la grandezza scelta da me, (non ho esperienza con altri tipi di sacchetti) ma con questi mi sono trovata subito bene, non ha importanza scegliere della stessa marca più importante che c'è scritto Soto vuoto.. A quel prezzo non avevo grandi aspettative invece sono rimasta piacevolmente sorpresa.. La mia recensione si basa sulla prima esperienza che come avete visto e positiva, ovviamente il tempo parlerà",5
394,"Prodotto arrivato prima del tempo. Perfette condizioni di imballaggio. All’interno vi sono le istruzioni in italiano facilmente comprensibili. Dimensioni adatte per riporre il prodotto anche in poco spazio della dispensa. Ottimo prodotto, perfettamente funzionante.",5
395,"Un apparecchio che va al di là di quanto mi aspettavo. Avevo bisogno di una macchina per sottovuoto per la quale non dovessi spendere oltre 60/70€, e che non fosse ingombrante. Ho cercato fra le tante offerte e questa mi ha proprio convinto. È piccola ma efficiente; bella per la sua forma, ed anche robusta. Il prezzo e la sua qualità ne consigliano senza alcun dubbio l'acquisto.",5
396,"Ho provato oggi questa macchina sottovuoto, ma la funzione di aspirazione dell'aria non funziona assolutamente, funziona solo la funzione di sigillatura. Per l'uso che ne devo fare la sola sigillatura non va bene, come non va bene  vendere un oggetto come professionale quando professionale non è. In più la macchina può sigillare solo buste da 20 cm e non da 30 come erroneamente scritto nella descrizione. Ho chiesto il reso immediato dell'oggetto che ho acquistato per la seconda volta, ma che purtroppo non funziona, adesso dovrò aspettare altre tre settimane per riceverne una nuova, tra spedizione, rimborso e nuovo acquisto.",2
397,"Allora premetto che appena ricevuto il prodotto mi ha dato l'impressione di essere di buona qualità, solido ed era fornito di tutto l'occorrente (alcuni campioni di sacchetti, una guarnizione di scorta ed il tubicino per fare il vuoto nei barattoli dotati di coperchio con valvola). Purtroppo dopo circa 3 mesi di uso occasionale mi sono accorto che sigillava i sacchetti prima che si fosse creato un buon vuoto. Lasciando quindi dell'aria all'interno. Ho segnalato la cosa ad Amazon che mi ha comunicato che la politica del venditore in questi casi prevedeva il rimborso. Ho quindi reso l'articolo e provveduto a comprarne un altro identico. Vedremo come andrà questo ma credo di essere stato solo sfortunato perchè l'articolo mi sembra tuttaltro che di scarsa qualità.",3
398,Ho già una altra macchina per sottovuoto sicuramente di una marca più nota ma modello base comprato anni fa. Questa è un giocattolino e assolutamente inefficace. Ho provato a mettere sottovuoto un salame e due pezzi di formaggio ma la macchina aspira poco e non crea un vero sottovuoto ahimè. Direi che procederò al reso perché o è difettosa o comunque non ha una potenza adeguato. Segnalo anche molto scomoda da aprire perché si fa poca presa sui pulsanti laterali. Non ne consiglio l'acquisto.  Meglio investire una 20ina di euro in più.,1
399,"Compero questa piccola macchina per il sottovuoto, perfetta per la mia piccola casa perché poco ingombrante. Leggo le istruzioni in inglese, fortuna vuole non fossero scritte in cinese, ma il funzionamento é intuitivo al massimo. La macchina fa il sottovuoto e sigilla, oppure sigilla solamente. Queste le note positive richieste. La macchina però, a mio avviso, esegue il sottovuoto in maniera approssimativa perché il motore é poco performante. Senza troppe pretese.",2
400,"Di sicuro sono super efficaci nel caso di forature superficiali, quando il buco si trova quindi su una superficie liscia, lontano da ogni giunzione. In quest'ultimo caso (provato su un mostriciattolo gonfiabile di mio figlio Orlando) risultano invece totalmente inefficaci dal momento che non riescono ovviamente ad aderire completamente al lembo di giunzione",5
401,"Ho acquistato queste toppe insieme alla piscina ""New Plast 0260 - Family Pool Junior Piscina, Gonfiabile ad Otto"", e sono state utilissime poiché il mio cane, giocando con la bambina, ha bucato su di un lato la piscina! Asciugata per bene la parte 'lesa', ho applicato la toppa, la quale sembra avere una buona resa, insomma ha retto per il mese in cui abbiamo utilizzato la piscina! [...]",5
402,"Un giorno è arrivata una tempesta che ha portato via la piscina gonfiabile, ovviamente ha subito abbastanza danni, ho contato 7 buchi tra piccolissimi e più grandi anche di 2,5 cm Ho comprato Quetso set nella speranza che potessero aiutare. Sono 6 foglietti da 7 cm l uno Si ritagliando della grandezza che si vuole e si applicano, prima si deve pulire e asciugare la superficie, poi posizionarli e spingere bene, infine attendere almeno un ora prima di mettere l acqua nella piscina. Per il momento sembrano reggere bene, io però ho messo anche un bello strato di scotch trasparente per rinforzare il tutto",5
403,"Acquistato per aggiustare alcuni fori nel gonfiabile jump-o-lene della intex,  sono stata completamente delusa. Ho seguito le istruzioni alla lettera ma appena rigonfiato il gonfiabile si è sollevata l'intera toppa. In più ho trovato gli stessi adesivi in un negozio vicino a casa ad un quarto del prezzo di Amazon. ..è la prima volta che mi succede che amazon non sia concorrenziale, sono proprio delusa...",1
404,"Mi interessava coprire piccolissimi fori in una piscina (non gonfiabile) della Bestway e leggendo nella descrizione che queste toppe sono adatte per galleggianti, materassi e piscine AGP ero certo di risolvere il mio problema, invece no. Pur seguendo alla lettera le istruzioni e aver atteso un giorno intero (contro i 30 minuti delle istruzioni) prima di riempire la piscina d'acqua, le toppe si sono tutte scollate in meno di un'ora. Una bella fregatura!",1
405,Pacco arrivato nei tempi previsti e ben imballato come al solito una sicurezza Prime Per il resto é stata una delusione le toppe hanno una colla non abbastanza resistente e si staccano sia a contatto con l acqua che non Ho chiesto il rimborso e in meno di 24 ore l ho avuto Amazon sempre al Top,1
406,"Abbiamo acquistato questa confezione di toppe della intex per riparare un piccolo buchino su di un gommoncino da mare dei nostri bambini. Poggiandoci dentro un tubo di crema solare, l'angolo ha bucato la base del canotto: quella dove si siedono i bambini, fatta a piccole camere tubolari. Quella parte ovviamente non restava più gonfia. Abbiamo seguito alla lettera e anche di più le istruzioni, lavando con acqua dolce tutto il Gommone, facendolo asciugare, pulendo bene la parte da trattare con un panno. Abbiamo fatto tre tentativi, ma il cerotto non ha tenuto. Nemmeno posizionandone due, uno sopra l'altro, sotto piccolo e sopra più grande, anzi: appena messo in acqua non ha tenuto lo sforzo e il buchino è diventato uno squarcio, facendo ovviamente sgonfiare tutto. NON TIENE. Per fortuna amazon mi ha fatto il rimborso.",1
407,"Rispetto alle toppe in dotazione sono molto più adesive e resistenti, ho dovuto utilizzarle quasi tutte per coprire una lesione abbastanza grande, sembrano reggere bene. La confezione mi è arrivata aperta la prima volta, probabilmente per un errore di fabbrica, poichè la parte di plastica era scollata dal cartoncino, il prodotto dev'essere caduto nel trasporto, ho chiesto il rinvio del prodotto e me lo hanno rimandato subito e senza costi aggiuntivi. Ottimo.",5
408,Comprati in sostituzione a quelli già presenti nella scatola del prodotto da me riparato. Grazie a questi kit ormai sono 8 anni che conservo la stessa piscina. Prodotto conforme a quelli originale di buona fattura. Le istruzioni sono chiare e se si seguono alla lettera si incolla perfettamente. Molte persone scrivono che si staccano ma non è cosi. Amazon sempre impeccabile.,5
409,"ho comprato due pacchi di toppe (sono 6 toppe a pacco) per riparazione intex, attratta dal prezzo e dalla facilità di fissaggio vista nei video su youtube. ne sono rimasta totalmente delusa. le ho utilizzate per quattro foretti minuscoli in  una piscina fuoriterra di medie dimensioni; ho tagliato le toppe di dimensione più grande dei buchi e ho arrotondato i bordi per evitare che si staccassero; ho pulito la superficie con un panno umido, successivamente l’ho fatta asciugare qualcue minuto e ho applicato la toppa; dopo 24 ore ho riempito la piscina. mezz’ora dopo la prima toppa è venuta via immediatamente. il giorno dopo ho trovato le altre due galleggianti in acqua. in definitiva di quattro toppe, al momento attuale (circa una settimana dopo l’applicazione) ne regge soltanto una. forse sono più utili per piscine e giocattoli gonfiabili.",2
410,"Di sicuro sono super efficaci nel caso di forature superficiali, quando il buco si trova quindi su una superficie liscia, lontano da ogni giunzione. In quest'ultimo caso (provato su un mostriciattolo gonfiabile di mio figlio Orlando) risultano invece totalmente inefficaci dal momento che non riescono ovviamente ad aderire completamente al lembo di giunzione",5
411,"Ho acquistato queste toppe insieme alla piscina ""New Plast 0260 - Family Pool Junior Piscina, Gonfiabile ad Otto"", e sono state utilissime poiché il mio cane, giocando con la bambina, ha bucato su di un lato la piscina! Asciugata per bene la parte 'lesa', ho applicato la toppa, la quale sembra avere una buona resa, insomma ha retto per il mese in cui abbiamo utilizzato la piscina! [...]",5
412,"Un giorno è arrivata una tempesta che ha portato via la piscina gonfiabile, ovviamente ha subito abbastanza danni, ho contato 7 buchi tra piccolissimi e più grandi anche di 2,5 cm Ho comprato Quetso set nella speranza che potessero aiutare. Sono 6 foglietti da 7 cm l uno Si ritagliando della grandezza che si vuole e si applicano, prima si deve pulire e asciugare la superficie, poi posizionarli e spingere bene, infine attendere almeno un ora prima di mettere l acqua nella piscina. Per il momento sembrano reggere bene, io però ho messo anche un bello strato di scotch trasparente per rinforzare il tutto",5
413,"Acquistato per aggiustare alcuni fori nel gonfiabile jump-o-lene della intex,  sono stata completamente delusa. Ho seguito le istruzioni alla lettera ma appena rigonfiato il gonfiabile si è sollevata l'intera toppa. In più ho trovato gli stessi adesivi in un negozio vicino a casa ad un quarto del prezzo di Amazon. ..è la prima volta che mi succede che amazon non sia concorrenziale, sono proprio delusa...",1
414,"Mi interessava coprire piccolissimi fori in una piscina (non gonfiabile) della Bestway e leggendo nella descrizione che queste toppe sono adatte per galleggianti, materassi e piscine AGP ero certo di risolvere il mio problema, invece no. Pur seguendo alla lettera le istruzioni e aver atteso un giorno intero (contro i 30 minuti delle istruzioni) prima di riempire la piscina d'acqua, le toppe si sono tutte scollate in meno di un'ora. Una bella fregatura!",1
415,Pacco arrivato nei tempi previsti e ben imballato come al solito una sicurezza Prime Per il resto é stata una delusione le toppe hanno una colla non abbastanza resistente e si staccano sia a contatto con l acqua che non Ho chiesto il rimborso e in meno di 24 ore l ho avuto Amazon sempre al Top,1
416,"Abbiamo acquistato questa confezione di toppe della intex per riparare un piccolo buchino su di un gommoncino da mare dei nostri bambini. Poggiandoci dentro un tubo di crema solare, l'angolo ha bucato la base del canotto: quella dove si siedono i bambini, fatta a piccole camere tubolari. Quella parte ovviamente non restava più gonfia. Abbiamo seguito alla lettera e anche di più le istruzioni, lavando con acqua dolce tutto il Gommone, facendolo asciugare, pulendo bene la parte da trattare con un panno. Abbiamo fatto tre tentativi, ma il cerotto non ha tenuto. Nemmeno posizionandone due, uno sopra l'altro, sotto piccolo e sopra più grande, anzi: appena messo in acqua non ha tenuto lo sforzo e il buchino è diventato uno squarcio, facendo ovviamente sgonfiare tutto. NON TIENE. Per fortuna amazon mi ha fatto il rimborso.",1
417,"Rispetto alle toppe in dotazione sono molto più adesive e resistenti, ho dovuto utilizzarle quasi tutte per coprire una lesione abbastanza grande, sembrano reggere bene. La confezione mi è arrivata aperta la prima volta, probabilmente per un errore di fabbrica, poichè la parte di plastica era scollata dal cartoncino, il prodotto dev'essere caduto nel trasporto, ho chiesto il rinvio del prodotto e me lo hanno rimandato subito e senza costi aggiuntivi. Ottimo.",5
418,Comprati in sostituzione a quelli già presenti nella scatola del prodotto da me riparato. Grazie a questi kit ormai sono 8 anni che conservo la stessa piscina. Prodotto conforme a quelli originale di buona fattura. Le istruzioni sono chiare e se si seguono alla lettera si incolla perfettamente. Molte persone scrivono che si staccano ma non è cosi. Amazon sempre impeccabile.,5
419,"ho comprato due pacchi di toppe (sono 6 toppe a pacco) per riparazione intex, attratta dal prezzo e dalla facilità di fissaggio vista nei video su youtube. ne sono rimasta totalmente delusa. le ho utilizzate per quattro foretti minuscoli in  una piscina fuoriterra di medie dimensioni; ho tagliato le toppe di dimensione più grande dei buchi e ho arrotondato i bordi per evitare che si staccassero; ho pulito la superficie con un panno umido, successivamente l’ho fatta asciugare qualcue minuto e ho applicato la toppa; dopo 24 ore ho riempito la piscina. mezz’ora dopo la prima toppa è venuta via immediatamente. il giorno dopo ho trovato le altre due galleggianti in acqua. in definitiva di quattro toppe, al momento attuale (circa una settimana dopo l’applicazione) ne regge soltanto una. forse sono più utili per piscine e giocattoli gonfiabili.",2
420,"Di sicuro sono super efficaci nel caso di forature superficiali, quando il buco si trova quindi su una superficie liscia, lontano da ogni giunzione. In quest'ultimo caso (provato su un mostriciattolo gonfiabile di mio figlio Orlando) risultano invece totalmente inefficaci dal momento che non riescono ovviamente ad aderire completamente al lembo di giunzione",5
421,"Ho acquistato queste toppe insieme alla piscina ""New Plast 0260 - Family Pool Junior Piscina, Gonfiabile ad Otto"", e sono state utilissime poiché il mio cane, giocando con la bambina, ha bucato su di un lato la piscina! Asciugata per bene la parte 'lesa', ho applicato la toppa, la quale sembra avere una buona resa, insomma ha retto per il mese in cui abbiamo utilizzato la piscina! [...]",5
422,"Un giorno è arrivata una tempesta che ha portato via la piscina gonfiabile, ovviamente ha subito abbastanza danni, ho contato 7 buchi tra piccolissimi e più grandi anche di 2,5 cm Ho comprato Quetso set nella speranza che potessero aiutare. Sono 6 foglietti da 7 cm l uno Si ritagliando della grandezza che si vuole e si applicano, prima si deve pulire e asciugare la superficie, poi posizionarli e spingere bene, infine attendere almeno un ora prima di mettere l acqua nella piscina. Per il momento sembrano reggere bene, io però ho messo anche un bello strato di scotch trasparente per rinforzare il tutto",5
423,"Acquistato per aggiustare alcuni fori nel gonfiabile jump-o-lene della intex,  sono stata completamente delusa. Ho seguito le istruzioni alla lettera ma appena rigonfiato il gonfiabile si è sollevata l'intera toppa. In più ho trovato gli stessi adesivi in un negozio vicino a casa ad un quarto del prezzo di Amazon. ..è la prima volta che mi succede che amazon non sia concorrenziale, sono proprio delusa...",1
424,"Mi interessava coprire piccolissimi fori in una piscina (non gonfiabile) della Bestway e leggendo nella descrizione che queste toppe sono adatte per galleggianti, materassi e piscine AGP ero certo di risolvere il mio problema, invece no. Pur seguendo alla lettera le istruzioni e aver atteso un giorno intero (contro i 30 minuti delle istruzioni) prima di riempire la piscina d'acqua, le toppe si sono tutte scollate in meno di un'ora. Una bella fregatura!",1
425,Pacco arrivato nei tempi previsti e ben imballato come al solito una sicurezza Prime Per il resto é stata una delusione le toppe hanno una colla non abbastanza resistente e si staccano sia a contatto con l acqua che non Ho chiesto il rimborso e in meno di 24 ore l ho avuto Amazon sempre al Top,1
